shipment_id,shipment_date,origin_region,destination_region,equipment_type,weight_lbs,cubic_feet,lead_time_hours,num_carrier_bids,lane_volume,winning_bid_price
SHP-350006,2024-08-15 00:00:00,<br>MW-1,WC-1,Cargo Van,1870.2,21.9,20.6,1.0,34,578.14
SHP-103989,2024-03-13 00:00:00,SC-1,SE-3,Cargo Van,580.3,3.4,29.7,14.0,93,191.49
SHP-120828,2025-01-12 00:00:00,SW-1,MW-1,Cargo Van,688.2,6.3,41.0,7.0,191,517.82
SHP-128358,2025-05-29 00:00:00,NE-2,NE-1,Cargo Van,405.3,4.2,9.8,5.0,233,220.86
SHP-320001,2027-03-15 00:00:00,NE-1,NW-1,Small Straight,5936.0,17.3,23.4,5.0,238,1365.16
SHP-112707,2024-08-19 00:00:00,WC-3,SE-2,Small Straight,1147.8,6.2,4.1,3.0,61,2565.66
SHP-110662,2024-07-11 00:00:00,SC-1,NE-2,Cargo Van,409.1,3.8,10.1,8.0,212,636.62
SHP-114396,2024-09-18 00:00:00,SC-2,MW-2,Sprinter Van,271.9,1.5,22.4,5.0,109,264.17
SHP-104009,2024-03-13 00:00:00,NE-1,WC-2,Small Straight,379.3,4.1,6.0,3.0,128,1385.03
SHP-126957,2025-05-03 00:00:00,WC-1,SE-1,Cargo Van,97.7,1.0,28.0,10.0,175,489.06
SHP-104932,2024-03-29 00:00:00,CN-1,SC-2,Small Straight,819.5,7.9,13.7,8.0,41,814.55
SHP-111258,2024-07-22 00:00:00,SC-2,NW-1,Small Straight,1466.3,9.8,20.7,3.0,31,1605.01
SHP-116843,2024-11-01 00:00:00,WC-2,SW-1,Tractor Trailer,2603.0,12.9,13.5,8.0,42,1889.96
SHP-113312,2024-08-30 00:00:00,NE-3,MW-1,Large Straight,1407.8,8.8,38.6,4.0,155,1169.63
SHP-112573,2024-08-17 00:00:00,NE-2,WC-1,Tractor Trailer,1583.6,10.7,15.0,8.0,112,4935.61
SHP-128966,2025-06-10 00:00:00,SW-1,NW-1,Sprinter Van,282.0,1.6,27.7,4.0,13,494.75
SHP-106683,2024-04-29 00:00:00,SE-2,MW-1,Reefer,2107.9,22.0,23.1,5.0,237,2327.08
SHP-101594,2024-01-29 00:00:00,WC-1,SE-2,Small Straight,1330.1,13.4,2.2,1.0,127,2534.0
SHP-122036,2025-02-03 00:00:00,MW-2,MW-1,Small Straight,1636.3,8.8,34.8,8.0,274,272.82
SHP-103440,2024-03-02 00:00:00,SE-3,NW-1,Small Straight,648.6,3.4,6.8,4.0,18,2143.53
SHP-126375,2025-04-23 00:00:00,MW-1,WC-1,Sprinter Van,221.5,1.3,9.4,5.0,247,2381.1261939612714
SHP-112990,2024-08-24 00:00:00,SC-2,NE-1,Tractor Trailer,3828.4,25.7,14.3,8.0,179,4904.03
SHP-115225,2024-10-03 00:00:00,NE-1,SW-1,Flatbed,3539.9,26.4,21.5,6.0,166,4867.3
SHP-128354,2025-05-29 00:00:00,SC-1,SE-3,Sprinter Van,461.6,5.0,2.2,2.0,93,558.15
SHP-129634,2025-06-22 00:00:00,MW-2,SW-1,Sprinter Van,278.2,1.9,2.0,4.0,117,878.89
SHP-119133,2024-12-12 00:00:00,SW-1,NE-1,Sprinter Van,495.8,3.5,6.0,3.0,130,1086.98
SHP-112048,2024-08-06 00:00:00,SC-1,NE-1,Large Straight,1111.95,2.9,6.0,1.0,274,1413.93
SHP-108502,2024-06-02 00:00:00,SE-1,SC-2,Flatbed,3402.2,30.9,15.8,6.0,121,2099.34
SHP-127291,2025-05-09 00:00:00,SC-1,NW-1,Sprinter Van,165.1,1.3,27.1,4.0,32,536.37
SHP-120619,2025-01-08 00:00:00,MW-1,SE-2,Sprinter Van,284.8,2.3,13.9,3.0,231,449.28
SHP-118553,2024-12-02 00:00:00,MW-1,WC-1,Sprinter Van,1111.95,2.6,36.8,10.0,247,492.84
SHP-128712,2025-06-05 00:00:00,WC-2,SC-2,Cargo Van,194.0,2.0,11.3,6.0,65,543.43
SHP-113444,2024-09-01 00:00:00,SE-1,NE-1,Sprinter Van,666.8,4.2,13.9,3.0,278,463.84
SHP-102162,2024-02-08 00:00:00,SE-3,SC-1,Large Straight,2042.1,9.5,2.7,3.0,79,1537.34
SHP-114138,2024-09-13 00:00:00,WC-1,SC-1,Sprinter Van,629.6,8.8,3.9,3.0,197,993.14
SHP-103853,2024-03-10 00:00:00,SC-2,SE-2,Large Straight,3328.6,18.5,2.1,2.0,115,13756.544842062443
SHP-105674,2024-04-11 00:00:00,NW-1,MW-3,Large Straight,380.6,4.2,9.5,4.0,13,1149.6
SHP-410045,2024-10-15 08:00:00,MW-2,SC-1,Sprinter Van,6338.4,57.4,19.1,7.0,63,2702.64
SHP-122002,2025-02-03 00:00:00,MW-1,WC-1,Small Straight,1229.8,7.8,4.0,4.0,247,1552.97
SHP-111119,2024-07-19 00:00:00,MW-1,SW-2,Small Straight,3551.0,20.5,14.9,2.0,105,1848.21
SHP-112793,2024-08-21 00:00:00,NW-1,SW-1,Small Straight,689.8,5.1,51.1,6.0,28,3545.897511144967
SHP-107982,2024-05-23 00:00:00,WC-1,SE-2,Sprinter Van,191.6,1.0,7.9,7.0,127,857.42
SHP-109479,2024-06-20 00:00:00,NE-2,SC-2,Large Straight,1013.5,9.8,7.1,4.0,126,1739.27
SHP-125904,2025-04-15 00:00:00,SW-2,WC-1,Large Straight,884.2,8.8,22.2,3.0,44,836.01
SHP-129644,2025-06-22 00:00:00,SE-1,NE-2,Large Straight,1257.9,11.7,11.6,7.0,167,1436.2
SHP-113398,2024-09-01 00:00:00,NE-1,MW-1,Cargo Van,538.7,3.5,3.4,3.0,399,687.62
SHP-117316,2024-11-09 00:00:00,MW-2,SE-3,Small Straight,1114.2,4.4,12.3,4.0,79,1340.89
SHP-112785,2024-08-21 00:00:00,SC-1,SW-2,Flatbed,2036.1,45.4,2.3,2.0,87,3127.78
SHP-123944,2025-03-11 00:00:00,NE-1,SC-2,Sprinter Van,769.0,6.6,3.5,1.0,189,1428.98
SHP-105616,2024-04-10 00:00:00,SC-1,SC-2,Cargo Van,459.5,3.7,10.8,4.0,168,238.3
SHP-113499,2024-09-02 00:00:00,WC-1,MW-2,Sprinter Van,518.7,2.3,23.5,7.0,167,590.08
SHP-125036,2025-03-31 00:00:00,SE-1,SW-1,Cargo Van,709.9,7.6,2.1,6.0,122,842.65
SHP-112384,2024-08-13 00:00:00,MW-1,SE-1,Small Straight,1257.8,14.2,40.4,14.0,348,674.68
SHP-123999,2025-03-12 00:00:00,SW-1,MW-2,Small Straight,1218.7,14.7,7.7,1.0,127,1048.45
SHP-127703,2025-05-17 00:00:00,NE-3,MW-1,Sprinter Van,372.2,3.2,13.7,7.0,155,494.49
SHP-109927,2024-06-28 00:00:00,CN-2,NE-1,Tractor Trailer,6153.0,50.3,10.0,3.0,47,5196.51
SHP-113304,2024-08-30 00:00:00,SW-1,WC-2,Tractor Trailer,4634.8,106.9,43.8,7.0,63,4064.79
SHP-126138,2025-04-19 00:00:00,WC-1,NE-1,Sprinter Van,204.6,1.3,55.3,4.0,198,819.31
SHP-112530,2024-08-16 00:00:00,NE-3,WC-2,Flatbed,4308.9,33.3,2.3,3.0,48,9077.73
SHP-126895,2025-05-02 00:00:00,NE-1,SE-2,Sprinter Van,1447.9,10.0,16.1,5.0,197,554.63
SHP-120734,2025-01-11 00:00:00,SE-2,SW-2,Small Straight,2389.4,23.9,7.2,1.0,49,1988.95
SHP-300025,2024-09-01 00:00:00,NE-2,MW-2,Small Straight,2058.6,32.9,5.7,2.0,150,0.1
SHP-112690,2024-08-19 00:00:00,SW-1,WC-2,Cargo Van,818.4,7.9,11.8,5.0,63,497.87
SHP-114428,2024-09-18 00:00:00,MW-2,SC-1,Sprinter Van,671.2,4.0,23.8,3.0,227,509.3
SHP-103679,2024-03-07 00:00:00,MW-1,CN-2,Cargo Van,120.3,1.0,2.8,1.0,74,326.93
SHP-108159,2024-05-26 00:00:00,WC-3,WC-1,Large Straight,2578.5,27.7,13.2,6.0,71,932.23
SHP-104456,2024-03-21 00:00:00,WC-1,SC-2,Sprinter Van,422.3,3.8,17.9,3.0,129,584.48
SHP-119415,2024-12-18 00:00:00,MW-1,NE-1,Small Straight,1215.2,11.6,21.9,6.0,420,991.88
SHP-106888,2024-05-03 00:00:00,NE-2,SC-1,Flatbed,6532.9,8.8,30.0,9.0,173,3741.65
SHP-122215,2025-02-07 00:00:00,NW-1,SW-1,Cargo Van,442.5,3.3,14.4,4.0,28,524.06
SHP-111132,2024-07-20 00:00:00,SE-2,MW-2,Sprinter Van,641.5,4.3,37.0,8.0,115,521.71
SHP-112955,2024-08-23 00:00:00,WC-1,SC-1,Large Straight,1380.2,6.6,61.4,8.0,197,1129.1
SHP-108743,2024-06-06 00:00:00,NE-1,MW-2,Large Straight,434.2,3.2,7.1,1.0,202,1074.92
SHP-104493,2024-03-22 00:00:00,WC-3,WC-2,Large Straight,2306.1,22.7,11.5,8.0,39,730.6
SHP-113062,2024-08-25 00:00:00,NE-3,MW-1,Tractor Trailer,5305.6,40.7,21.9,3.0,155,4481.55
SHP-116380,2024-10-24 00:00:00,NE-1,SE-1,Sprinter Van,297.7,2.6,4.9,5.0,262,601.92
SHP-117568,2024-11-14 00:00:00,WC-3,SE-1,Small Straight,1176.3,10.6,68.1,10.0,91,1467.19
SHP-115792,2024-10-14 00:00:00,NE-3,NE-1,Sprinter Van,191.7,1.7,21.4,5.0,133,228.85
SHP-111485,2024-07-27 00:00:00,MW-1,NE-2,Sprinter Van,478.0,5.3,9.1,5.0,271,560.98
SHP-116515,2024-10-26 00:00:00,MW-2,NW-1,Small Straight,4337.9,34.3,61.8,7.0,41,2936.53
SHP-111718,2024-07-31 00:00:00,SE-1,SE-2,Large Straight,1233.9,9.9,22.5,4.0,171,433.12
SHP-128123,2025-05-25 00:00:00,SE-2,NE-3,Tractor Trailer,4105.7,26.4,11.7,6.0,66,3631.42
SHP-121390,2025-01-22 00:00:00,WC-2,SC-2,Small Straight,1480.8,16.2,40.3,8.0,65,1059.54
SHP-103825,2024-03-10 00:00:00,NE-1,SE-1,Sprinter Van,548.3,4.3,17.9,2.0,262,560.78
SHP-101020,2024-01-19 00:00:00,WC-1,SE-3,Small Straight,1111.95,3.3,4.6,4.0,55,1462.55
SHP-118740,2024-12-05 00:00:00,MW-2,NE-1,Sprinter Van,479.0,8.8,51.9,7.0,216,435.87
SHP-104174,2024-03-16 00:00:00,SC-1,MW-2,Large Straight,1764.7,8.8,6.2,4.0,181,1612.89
SHP-124080,2025-03-14 00:00:00,SC-1,MW-1,Cargo Van,332.9,3.3,43.4,7.0,318,259.44
SHP-126416,2025-04-24 00:00:00,NE-2,NE-1,Small Straight,1257.6,8.8,2.7,3.0,233,616.11
SHP-119364,2024-12-17 00:00:00,SE-3,NE-1,Sprinter Van,337.1,2.3,5.0,9.0,99,610.28
SHP-123966,2025-03-12 00:00:00,SE-1,NE-3,Flatbed,2653.7,17.7,34.6,9.0,115,1391.13
SHP-117513,2024-11-13 00:00:00,MW-2,NE-2,Sprinter Van,1066.3,11.9,26.6,12.0,154,594.09
SHP-122592,2025-02-13 00:00:00,MW-1,WC-3,Flatbed,7199.0,45.5,18.7,7.0,121,5344.99
SHP-124285,2025-03-17 00:00:00,MW-1,NE-1,Small Straight,1503.3,8.8,3.3,3.0,420,1370.7
SHP-113418,2024-09-01 00:00:00,SC-1,SW-1,Small Straight,912.3,4.6,5.8,2.0,152,1116.62
SHP-104113,2024-03-15 00:00:00,NE-1,NE-2,Flatbed,7677.5,64.8,24.5,8.0,196,1580.57
SHP-128174,2025-05-26 00:00:00,SE-1,WC-3,Small Straight,5683.2,36.6,20.4,5.0,98,4089.96
SHP-122492,2025-02-11 00:00:00,SC-1,MW-1,Small Straight,1622.2,9.8,4.7,2.0,318,1085.65
SHP-108017,2024-05-23 00:00:00,SW-1,MW-2,Small Straight,2561.3,25.5,65.6,5.0,127,1218.36
SHP-101536,2024-01-28 00:00:00,NE-3,MW-1,Small Straight,889.8,5.2,2.5,3.0,155,1238.94
SHP-115403,2024-10-07 00:00:00,NE-3,NW-1,Tractor Trailer,6856.3,68.6,19.0,6.0,22,10583.86
SHP-118603,2024-12-02 00:00:00,SW-2,SE-2,Cargo Van,280.6,3.2,4.2,6.0,45,929.96
SHP-108752,2024-06-06 00:00:00,SE-1,NE-2,Small Straight,758.7,3.4,62.4,7.0,167,405.56
SHP-101409,2024-01-26 00:00:00,SC-1,WC-1,Small Straight,3010.7,23.1,5.4,4.0,193,2492.87
SHP-125628,2025-04-10 00:00:00,WC-3,CN-1,Small Straight,3616.1,34.8,70.2,10.0,30,1128.06
SHP-126057,2025-04-18 00:00:00,SE-3,NE-1,Large Straight,1263.9,7.8,40.5,11.0,99,763.79
SHP-100795,2024-01-15 00:00:00,SC-1,WC-3,Flatbed,1434.1,9.8,10.3,3.0,108,1697.43
SHP-123799,2025-03-09 00:00:00,SW-1,NE-1,Tractor Trailer,4187.7,37.7,2.6,3.0,130,8629.69
SHP-118935,2024-12-09 00:00:00,WC-2,SC-1,Reefer,3417.3,7.1,5.5,4.0,117,7245.38
SHP-118468,2024-11-30 00:00:00,MW-1,MW-2,Large Straight,868.1,6.1,11.6,6.0,321,626.2
SHP-124655,2025-03-24 00:00:00,NE-3,NE-2,Large Straight,973.5,7.9,10.5,3.0,76,536.0
SHP-128982,2025-06-10 00:00:00,SE-1,NE-1,Small Straight,2126.0,16.5,3.2,1.0,278,1773.84
SHP-109987,2024-06-29 00:00:00,SE-2,SE-3,Small Straight,1534.9,18.1,2.4,4.0,54,967.93
SHP-102682,2024-02-18 00:00:00,NE-1,SC-2,Tractor Trailer,5536.1,54.4,3.2,2.0,189,8018.14
SHP-108984,2024-06-11 00:00:00,NE-1,MW-1,Small Straight,1724.6,8.8,3.6,1.0,399,1730.15
SHP-104218,2024-03-17 00:00:00,WC-1,NE-1,Large Straight,849.8,10.6,6.6,1.0,198,2110.93
SHP-102851,2024-02-21 00:00:00,SE-1,SW-2,Large Straight,5734.4,38.4,6.4,5.0,51,3374.15
SHP-116778,2024-10-31 00:00:00,MW-1,NE-1,Large Straight,1467.2,12.2,6.6,3.0,420,1735.57
SHP-111080,2024-07-18 00:00:00,CN-2,SE-2,Large Straight,1282.3,8.8,7.2,4.0,31,1814.59
SHP-124129,2025-03-14 00:00:00,CN-2,SE-2,Sprinter Van,462.7,4.6,3.1,2.0,31,964.47
SHP-106368,2024-04-24 00:00:00,MW-2,SC-1,Large Straight,3256.0,21.5,2.6,4.0,227,2205.5
SHP-117383,2024-11-10 00:00:00,MW-2,MW-1,Reefer,1445.0,15.2,6.6,2.0,274,1491.09
SHP-114447,2024-09-19 00:00:00,MW-2,MW-1,Sprinter Van,659.3,3.2,66.3,9.0,274,195.79
SHP-105061,2024-03-31 00:00:00,SC-2,WC-1,Tractor Trailer,6050.3,67.8,2.7,3.0,120,9708.86
SHP-110381,2024-07-06 00:00:00,WC-1,SC-2,Tractor Trailer,6747.8,30.8,5.0,5.0,129,10298.14
SHP-104727,2024-03-26 00:00:00,SC-1,NE-1,Cargo Van,362.6,8.8,17.0,8.0,274,423.34
SHP-102373,2024-02-12 00:00:00,MW-1,NE-1,Cargo Van,862.2,8.5,20.1,3.0,420,564.68
SHP-128544,2025-06-02 00:00:00,NE-1,WC-3,Large Straight,936.2,9.1,8.9,5.0,110,2213.12
SHP-114993,2024-09-29 00:00:00,MW-1,NE-2,Large Straight,2207.3,7.8,32.6,11.0,271,1098.38
SHP-112371,2024-08-13 00:00:00,MW-1,WC-2,Small Straight,2925.1,22.2,47.7,15.0,177,1445.02
SHP-410036,2024-10-15 08:00:00,MW-3,NW-1,Large Straight,4996.1,51.0,27.1,3.0,242,2313.7
SHP-410003,2024-10-15 08:00:00,MW-2,WC-1,Small Straight,1774.3,24.6,35.4,7.0,109,2765.89
SHP-126977,2025-05-04 00:00:00,CN-1,MW-1,Tractor Trailer,3998.1,35.8,22.0,8.0,95,2781.94
SHP-125348,2025-04-05 00:00:00,SE-1,SC-2,Sprinter Van,720.3,5.3,3.6,2.0,121,1011.77
SHP-114999,2024-09-29 00:00:00,SE-1,NE-1,Small Straight,2898.4,16.1,6.7,3.0,278,1883.8
SHP-120784,2025-01-11 00:00:00,WC-1,SC-2,Large Straight,888.0,11.0,3.9,1.0,129,1968.27
SHP-115982,2024-10-17 00:00:00,SC-2,NE-3,Small Straight,728.0,7.5,25.2,8.0,77,809.29
SHP-104746,2024-03-26 00:00:00,NE-3,SW-1,Sprinter Van,187.5,1.4,44.0,8.0,56,470.76
SHP-119029,2024-12-10 00:00:00,NE-1,NE-2,Small Straight,537.7,5.0,18.2,1.0,196,324.04
SHP-122011,2025-02-03 00:00:00,WC-1,SC-2,Reefer,2607.3,21.3,35.4,5.0,129,2373.27
SHP-110073,2024-07-01 00:00:00,SE-2,NE-2,Small Straight,1827.2,11.0,19.3,9.0,109,772.6
SHP-120248,2025-01-02 00:00:00,SC-1,NE-1,Cargo Van,324.4,2.4,2.5,3.0,274,579.19
SHP-125103,2025-04-01 00:00:00,NE-1,MW-1,Small Straight,497.7,4.3,68.5,7.0,399,521.77
SHP-102835,2024-02-20 00:00:00,SC-2,WC-1,Small Straight,1137.0,10.4,62.6,7.0,120,997.62
SHP-109652,2024-06-23 00:00:00,SE-1,NE-1,Tractor Trailer,2892.7,31.5,2.2,1.0,278,5011.74
SHP-107275,2024-05-10 00:00:00,SC-1,SE-3,Flatbed,1587.3,12.9,39.0,6.0,93,1066.53
SHP-107847,2024-05-20 00:00:00,MW-2,SC-1,Small Straight,1711.6,7.2,54.3,8.0,227,628.9
SHP-119688,2024-12-22 00:00:00,SC-1,WC-1,Cargo Van,655.5,2.3,56.6,5.0,193,680.56
SHP-113646,2024-09-05 00:00:00,WC-1,WC-2,Tractor Trailer,6041.4,34.3,18.6,5.0,87,2132.36
SHP-420001,2024-05-20 00:00:00,MW-1,SE-1,Small Straight,1752.6,7.4,12.2,1.0,189,1250.0
SHP-125061,2025-03-31 00:00:00,MW-1,SE-2,Sprinter Van,538.0,4.7,12.8,9.0,231,465.59
SHP-109036,2024-06-12 00:00:00,NE-2,SC-2,Cargo Van,50.3,1.0,35.9,8.0,126,310.56
SHP-119201,2024-12-14 00:00:00,SE-2,SC-1,Small Straight,944.8,4.7,2.7,2.0,172,979.5
SHP-120918,2025-01-14 00:00:00,MW-2,NE-1,Flatbed,2347.5,23.4,15.5,4.0,216,1630.13
SHP-110560,2024-07-10 00:00:00,NE-2,NE-1,Sprinter Van,318.5,3.2,5.3,4.0,233,324.27
SHP-123026,2025-02-22 00:00:00,WC-1,SC-1,Large Straight,3303.1,24.4,18.9,6.0,197,2387.12
SHP-115713,2024-10-12 00:00:00,SC-1,WC-2,Large Straight,688.6,7.7,9.6,4.0,104,1724.4
SHP-101590,2024-01-29 00:00:00,WC-1,MW-1,Cargo Van,477.7,3.8,62.8,14.0,250,337.82
SHP-111975,2024-08-05 00:00:00,SC-1,NE-2,Large Straight,1043.8,8.2,35.6,10.0,212,1084.42
SHP-118090,2024-11-23 00:00:00,CN-1,SE-2,Small Straight,883.1,6.3,6.6,4.0,40,1783.16
SHP-117751,2024-11-17 00:00:00,SE-2,NE-2,Reefer,2238.0,21.8,12.0,1.0,109,3078.95
SHP-106251,2024-04-22 00:00:00,NE-3,SW-1,Small Straight,1223.8,11.5,21.0,4.0,56,1458.3
SHP-100473,2024-01-09 00:00:00,SC-2,SE-1,Cargo Van,348.7,3.0,14.2,2.0,144,307.61
SHP-120708,2025-01-10 00:00:00,MW-2,WC-1,Large Straight,1926.4,14.6,12.1,3.0,157,1666.12
SHP-105758,2024-04-13 00:00:00,MW-1,SC-2,Cargo Van,1047.1,10.9,70.7,12.0,225,431.56
SHP-122927,2025-02-20 00:00:00,MW-2,NE-1,Sprinter Van,498.5,3.5,3.2,1.0,216,727.62
SHP-129230,2025-06-15 00:00:00,NE-1,NE-3,Large Straight,1081.1,10.1,6.9,2.0,110,663.82
SHP-115654,2024-10-11 00:00:00,WC-2,MW-1,Small Straight,2186.7,13.9,17.7,3.0,149,1571.4
SHP-102422,2024-02-13 00:00:00,WC-2,NE-2,Small Straight,560.4,5.0,36.5,7.0,83,793.71
SHP-117199,2024-11-07 00:00:00,WC-3,MW-2,Sprinter Van,352.2,2.8,57.2,4.0,75,509.01
SHP-120538,2025-01-07 00:00:00,NE-1,MW-1,Reefer,2227.7,25.0,7.0,4.0,399,3225.88
SHP-103860,2024-03-10 00:00:00,SC-1,SE-1,Large Straight,1745.9,12.9,5.2,3.0,207,1784.29
SHP-101546,2024-01-29 00:00:00,SC-1,SE-2,Small Straight,814.6,6.1,8.2,5.0,177,482.41
SHP-104162,2024-03-16 00:00:00,MW-2,MW-1,Small Straight,478.9,4.4,21.0,9.0,274,261.25
SHP-104496,2024-03-22 00:00:00,MW-1,SC-1,Flatbed,1530.8,8.3,21.0,4.0,372,1100.49
SHP-105015,2024-03-31 00:00:00,SE-1,NE-2,Sprinter Van,484.6,3.9,19.5,3.0,167,465.61
SHP-129617,2025-06-22 00:00:00,MW-2,NE-2,Large Straight,741.5,8.8,11.2,6.0,154,1821.54
SHP-123341,2025-02-28 00:00:00,MW-3,SE-2,Small Straight,3335.9,25.3,6.0,2.0,45,1744.17
SHP-104578,2024-03-23 00:00:00,CN-1,SE-1,Small Straight,4816.8,28.4,8.8,8.0,65,4108.02
SHP-114664,2024-09-23 00:00:00,NE-2,SE-1,Small Straight,1416.0,13.2,17.8,5.0,161,686.87
SHP-129474,2025-06-19 00:00:00,MW-2,WC-1,Large Straight,680.7,3.7,10.9,6.0,157,1756.35
SHP-110131,2024-07-02 00:00:00,SE-1,CN-2,Cargo Van,1157.7,5.1,6.9,1.0,37,1152.06
SHP-109928,2024-06-28 00:00:00,SC-1,SE-3,Cargo Van,166.8,1.4,5.3,4.0,93,313.18
SHP-109836,2024-06-26 00:00:00,SC-2,SE-3,Large Straight,1357.1,15.1,3.7,3.0,62,1546.95
SHP-122275,2025-02-08 00:00:00,MW-3,NE-1,Large Straight,1036.6,8.5,2.9,4.0,60,1535.63
SHP-127726,2025-05-18 00:00:00,SE-1,SE-2,Flatbed,2555.6,25.6,22.5,3.0,171,1046.92
SHP-119903,2024-12-26 00:00:00,NE-1,SE-1,Sprinter Van,964.0,6.9,60.8,4.0,262,719.85
SHP-100629,2024-01-12 00:00:00,SE-1,WC-3,Small Straight,1505.0,13.0,6.5,1.0,98,1942.41
SHP-109311,2024-06-17 00:00:00,SE-3,NE-3,Large Straight,952.7,6.1,16.0,5.0,53,875.27
SHP-104980,2024-03-30 00:00:00,CN-1,WC-1,Sprinter Van,537.5,4.5,20.2,3.0,46,582.51
SHP-112414,2024-08-14 00:00:00,NE-2,SE-2,Small Straight,1103.7,12.3,2.8,3.0,102,1392.18
SHP-110422,2024-07-07 00:00:00,SW-1,MW-3,Sprinter Van,1252.8,9.2,11.5,7.0,45,1027.4
SHP-105591,2024-04-10 00:00:00,MW-2,NE-3,Cargo Van,236.3,1.6,14.7,6.0,87,349.11
SHP-126136,2025-04-19 00:00:00,SW-2,MW-1,Small Straight,1068.3,8.8,3.7,1.0,100,2037.39
SHP-109013,2024-06-11 00:00:00,NE-1,CN-1,Tractor Trailer,5427.0,45.1,12.4,5.0,88,2707.65
SHP-100680,2024-01-13 00:00:00,SC-1,SE-1,Small Straight,929.3,8.6,8.3,4.0,207,766.71
SHP-109414,2024-06-19 00:00:00,MW-1,WC-2,Large Straight,1309.4,12.9,14.5,6.0,177,1588.75
SHP-103422,2024-03-02 00:00:00,WC-2,SE-1,Small Straight,1052.0,7.9,62.6,12.0,109,1245.02
SHP-128034,2025-05-23 00:00:00,WC-1,MW-1,Cargo Van,694.6,7.5,7.0,2.0,250,756.08
SHP-109232,2024-06-16 00:00:00,SC-2,NW-1,Small Straight,1139.2,10.3,9.5,4.0,31,2191.93
SHP-112418,2024-08-14 00:00:00,WC-3,SE-3,Small Straight,610.5,5.0,13.7,2.0,20,1089.14
SHP-101377,2024-01-26 00:00:00,MW-2,NE-1,Sprinter Van,788.7,7.2,7.3,1.0,216,726.78
SHP-111109,2024-07-19 00:00:00,SW-2,CN-2,Large Straight,830.3,8.1,8.9,3.0,12,2123.46
SHP-113112,2024-08-26 00:00:00,NE-1,SE-1,Sprinter Van,260.2,2.2,23.7,5.0,262,434.2
SHP-114659,2024-09-23 00:00:00,CN-2,MW-2,Sprinter Van,239.9,1.3,3.4,3.0,36,495.64
SHP-103872,2024-03-10 00:00:00,NE-2,MW-1,Sprinter Van,464.1,8.8,4.2,1.0,229,847.7
SHP-122685,2025-02-15 00:00:00,SC-2,NE-2,Sprinter Van,541.9,3.5,10.4,5.0,118,4979.021630632811
SHP-125055,2025-03-31 00:00:00,NE-1,NE-3,Sprinter Van,247.1,3.4,23.5,5.0,110,194.46
SHP-100293,2024-01-06 00:00:00,SE-3,WC-1,Large Straight,502.0,5.3,13.6,4.0,69,1514.17
SHP-105368,2024-04-05 00:00:00,WC-3,WC-2,Tractor Trailer,4680.4,32.0,63.9,9.0,39,1186.94
SHP-125197,2025-04-03 00:00:00,SE-3,MW-2,Small Straight,1011.6,8.4,6.9,2.0,78,951.43
SHP-115383,2024-10-06 00:00:00,SC-1,SE-2,Large Straight,1384.0,6.9,20.0,2.0,177,1142.16
SHP-101853,2024-02-02 00:00:00,SC-1,SC-2,Flatbed,4210.1,41.9,46.9,8.0,168,1136.51
SHP-100832,2024-01-16 00:00:00,NE-2,NE-1,Small Straight,449.5,3.7,50.0,6.0,233,196.51
SHP-420006,2024-03-10 00:00:00,MW-1,SE-1,Small Straight,2629.8,14.6,31.7,4.0,189,1250.0
SHP-119952,2024-12-27 00:00:00,SW-1,MW-1,Sprinter Van,361.8,3.1,5.6,1.0,191,991.71
SHP-109883,2024-06-27 00:00:00,SC-2,MW-1,Large Straight,1246.7,8.7,51.6,16.0,193,634.96
SHP-109952,2024-06-28 00:00:00,MW-1,NE-1,Small Straight,1728.2,8.8,44.9,9.0,420,1099.04
SHP-122655,2025-02-14 00:00:00,NE-1,WC-2,Small Straight,1111.95,21.4,45.9,6.0,128,1714.73
SHP-109278,2024-06-17 00:00:00,NE-1,SC-1,Small Straight,1012.6,9.9,3.6,4.0,274,1426.57
SHP-128593,2025-06-03 00:00:00,SC-1,SW-1,Flatbed,6385.4,49.0,6.4,3.0,152,3460.72
SHP-127737,2025-05-18 00:00:00,MW-2,SW-2,Large Straight,2110.4,20.6,42.6,12.0,60,1295.69
SHP-101039,2024-01-20 00:00:00,SE-2,CN-1,Flatbed,1714.2,17.1,5.6,2.0,41,4016.14
SHP-112120,2024-08-08 00:00:00,SE-3,MW-2,Small Straight,1844.0,11.7,24.0,8.0,78,976.93
SHP-118677,2024-12-04 00:00:00,NW-1,NE-1,Large Straight,2184.7,9.8,18.8,5.0,41,2897.61
SHP-109765,2024-06-25 00:00:00,SE-1,MW-1,Tractor Trailer,2797.3,15.0,18.3,4.0,293,2562.41
SHP-118051,2024-11-23 00:00:00,SC-1,MW-1,Small Straight,1373.7,10.8,57.4,10.0,318,719.85
SHP-115381,2024-10-06 00:00:00,SE-2,NE-1,Large Straight,794.7,8.6,4.6,2.0,180,1458.5
SHP-124718,2025-03-25 00:00:00,MW-2,NE-3,Sprinter Van,665.0,4.7,46.5,11.0,87,136.97140406988453
SHP-125713,2025-04-11 00:00:00,NE-3,SC-1,Small Straight,1411.6,11.0,14.1,1.0,111,1414.74
SHP-120633,2025-01-09 00:00:00,SW-1,SE-1,Flatbed,3195.3,24.0,4.1,1.0,121,4735.31
SHP-108966,2024-06-11 00:00:00,SW-1,NE-1,Tractor Trailer,6110.5,38.3,4.1,2.0,130,12644.18
